File,Line,Error type,Message,Fixability
developers/apis/content-management-api/requests/PULL-Operation.md,47,ALL CAPS word,"ALL CAPS word ""PULL"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/PULL-Operation.md,48,ALL CAPS word,"ALL CAPS word ""PULL"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/PULL-Operation.md,50,ALL CAPS word,"ALL CAPS word ""UPDATE"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/PULL-Operation.md,79,ALL CAPS word,"ALL CAPS word ""PULL"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/PUSH-Operation.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/push-operation"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/PUSH-Operation.md,1,ALL CAPS word,"ALL CAPS word ""PUSH"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/PUSH-Operation.md,7,ALL CAPS word,"ALL CAPS word ""PUSH"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/PUSH-Operation.md,9,ALL CAPS word,"ALL CAPS word ""PUSH"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/PUSH-Operation.md,26,ALL CAPS word,"ALL CAPS word ""PUSH"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/PUSH-Operation.md,42,ALL CAPS word,"ALL CAPS word ""PULL"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/PUSH-Operation.md,71,ALL CAPS word,"ALL CAPS word ""PUSH"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/PUSH-Operation.md,79,ALL CAPS word,"ALL CAPS word ""PUSH"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/PUSH-Operation.md,99,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
developers/apis/content-management-api/requests/Publish-a-taxonomy.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/publish-a-taxonomy"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Publish-a-taxonomy.md,7,Double space,Double space found,Manual content edit
developers/apis/content-management-api/requests/Publish-an-asset.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/publish-an-asset"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Publish-an-asset.md,10,Future tense,"Future tense ""will also"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Publish-an-asset.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Publish-an-asset.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Publish-an-asset.md,12,ALL CAPS word,"ALL CAPS word ""ISO"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/Publish-an-entry-with-references.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/publish-an-entry-with-references"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Publish-an-entry-with-references.md,14,Future tense,"Future tense ""will be"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Publish-an-entry-with-references.md,14,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Publish-an-entry-with-references.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Publish-an-entry-with-references.md,21,ALL CAPS word,"ALL CAPS word ""NONE"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/Publish-an-entry-with-references.md,22,ALL CAPS word,"ALL CAPS word ""NONE"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/Publish-an-entry.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/publish-an-entry"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Publish-an-entry.md,17,Future tense,"Future tense ""will be"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Publish-an-entry.md,9,Future tense,"Future tense ""will also"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Publish-an-entry.md,9,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Publish-an-entry.md,11,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Publish-an-entry.md,16,ALL CAPS word,"ALL CAPS word ""NOT"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/Publish-an-entry.md,22,ALL CAPS word,"ALL CAPS word ""ISO"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/Publish-entries-and-assets-in-bulk.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/publish-entries-and-assets-in-bulk"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Publish-entries-and-assets-in-bulk.md,19,En dash,En dash (–) not permitted — use a hyphen for ranges,Manual content edit
developers/apis/content-management-api/requests/Publish-entries-and-assets-in-bulk.md,15,Future tense,"Future tense ""will be"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Publish-entries-and-assets-in-bulk.md,15,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Publish-entries-and-assets-in-bulk.md,9,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Publish-entry-variant.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/publish-entry-variant"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Publish-entry-variant.md,12,Future tense,"Future tense ""will be"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Publish-entry-variant.md,12,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Publish-metadata.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/publish-metadata"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Publish-metadata.md,12,Future tense,"Future tense ""will also"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Publish-metadata.md,12,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Remove-a-stack-role-mapping.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/remove-a-stack-role-mapping"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Remove-a-user-from-team.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/remove-a-user-from-team"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Remove-an-item-from-a-Release.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/remove-an-item-from-a-release"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Remove-an-item-from-a-Release.md,11,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Remove-users-from-organization.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/remove-users-from-organization"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Replace-asset.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/replace-asset"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Replace-asset.md,11,Future tense,"Future tense ""will enable"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Replace-asset.md,7,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Replace-asset.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Replace-asset.md,54,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
